train_x,train_y
"她与郭沫若共育有六个子女，分别为儿子郭汉英、郭世英、郭民英、郭建英，女儿郭庶英、郭平英。
",3
"必欧沙伐定律是以法国物理学者让巴蒂斯特毕奥让巴蒂斯特必欧与菲利克斯沙伐命名。
",5
"天文5年，今川家当主今川氏辉氏辉和弟弟今川彦五郎彦五郎相继死去，氏亲正室寿桂尼之子梅岳承芳还俗，并改名为今川义元继任家督。
",4
"孙科，字哲生，广东省中山县南朗镇翠亨村人，中华民国国父孙中山先生长子，其母是孙中山的元配夫人卢慕贞。
",3
"马斯奥米兰达费利达罗渣迪施华巴西职业足球运动员。
",0
"君士坦丁四世是君士坦斯二世的长子，654年被其父亲加冕为共治皇帝。
",2
"朱塞佩罗西，是一名美国出生的意大利籍足球员，曾加盟曼联，现效力意大利甲级联赛佛罗伦萨队。
",0
"生固伦和静公主、爱新觉罗永璐、和硕和恪公主、清仁宗爱新觉罗颙琰、皇十六子、爱新觉罗永璘。
",4
"1920年，尚典病逝，尚昌继位为侯爵，并成为贵族院议员。
",3
"陈楚河电视、电影演员，父为陈启礼。
",2
"艾云泰希奥，大溪地足球员，司任足球位置左中场或足球位置前锋。
",0
"1841年，15岁的坎尼扎罗进入巴勒莫大学就读，本来就读的是医学专业，但受到米科利佛德拉影响，修习了三年的化学和生理学。
",5
"中国人民解放军占领重庆前夕，蒋中正下令杀害黄显声。
",6
"洛迪高维基奥，是巴西的足球运动员，司职前锋 前锋，现正效力科威特竞技足球俱乐部科威特竞技，他亦曾效力多间日职球会。
",0
"2011年2月21日，在日本冲绳拉练的中国足球超级联赛球队大连实德与海邦银行队进行了一场教学比赛，结果半职业的海邦银行以21战胜了拥有中国国脚李学鹏 、朱挺、韩国国脚安贞桓、保加利亚国脚马丁卡巴洛夫等球星的大连实德队，引发了中国体育媒体的兴趣。
",0
"维达尔白兰士法国地质政治学学校创办人及提出人文地理学原则。
",0
"凯丝琳玛丽诺顿是一位英国儿童文学作家。
",0
"克劳德香农贝尔实验室贝尔电话实验室数学家。
",5
"乌汶叻公主，生于瑞士洛桑，泰国公主及女演员，泰国国王普密蓬阿杜德普密蓬和诗丽吉王后的长女。
",2
"海什木是一位伊朗科学家，成年后移民至埃及。
",6
"以一杆之差让日本女将宫里蓝及世界第二的韩国球星崔萝莲饮恨，也成为最快突破奖金800万的纪录保持者。
",0
"王乃彦数学物理学部1993年福建福州核物理学中国原子能科学研究院。
",5
"而在1月份，克莱奥和保罗马科斯德约苏斯里贝罗保隆分别被租借到日本和巴西球队，加上此前转会到武汉卓尔职业足球俱乐部武汉卓尔的赵源熙，球队本赛季的外援调整全部完成。
",0
"大埜正雄，日本足球运动员，前日本国家足球队成员。
",0
"1979年开始担任哈佛大学的西奥多威廉理查兹化学教授。
",5
"西斯都四世死后，枢机会议内部派别争斗非常严重，罗马街头甚至爆发动乱，在依诺增爵当选前夜，他贿赂选举教宗的枢机才得以当选。
",6
"大多数的神都具有特殊的代表含意，比如阿芙萝黛蒂是爱与美的女神，阿瑞斯是战神，黑帝斯是冥界之神，而雅典娜则是智慧和勇气的女神。
",4
"据章含之本人回忆录风雨情所述，章与洪感情破裂乃至离婚是由于洪君彦的外遇。
",1
"长孙皇后多次让其兄长、位列凌烟阁二十四功臣第一的长孙无忌向李世民辞官，同时也多次劝李世民不要重用她哥哥，准其辞官。
",4
"卫共姬，齐桓公妾，生公子无亏 。
",1
"吴淑芬为台湾女子排球选手，目前效力于企业排球联赛台电队，位置为中间手。
",0
"2012年7月2日，大津祐树入选日本国奥队参加2012年夏季奥林匹克运动会男子足球比赛的18人名单。
",0
"最后宙斯无法阻止大地荒芜，因此下令哈得斯将珀耳塞福涅还给得墨忒耳。
",4
"武井择也是一位日本足球中场，效力于大坂飞脚。
",0
"1972年齐内丁齐达内，法国足球运动员。
",0
"出演小栗旬、八嶋智人、山田优、三浦春马、上地雄辅、音尾琢真、中山裕介 等。
",1
"5   阮福永珊  1900年9月19日1945年12月26日  阮氏定  即后来的维新帝。
",2
"施巴斯坦拿臣瑞典足球运动员，担任中场，现效力英超球会桑德兰足球俱乐部新特兰。
",0
"这是因为桓秘一向轻视弟弟桓冲，桓冲代桓温掌权后，桓秘更耻于担任职位卑微的常侍。
",4
"为了让儿子得到继承权，玛格丽特携子逃往威尔士、苏格兰、法国，和表兄法国国王路易十一结盟，并在其撮合下与沃里克伯爵结盟，此时因为爱德华四世娶伊丽莎白伍德维尔，沃里克失宠，希望对爱德华予以报复以挽回政治影响。
",0
"埃弗顿足球俱乐部埃弗顿队南非国家足球队南非中场史蒂文皮纳尔的绰号斯基洛即是源于斯基拉奇。
",0
"劳塔罗阿科斯塔，阿根廷足球运动员，司职中场或前锋 前锋。
",0
"云和公主朱轩姝、朱常溆、明恭宗朱常洵、沅怀王朱常治、灵丘公主朱轩姚、寿宁公主朱轩媁。
",4
"自1984起，他从贝尔实验室退休，到了普林斯顿大学主持约瑟亨利物理教授席位。
",5
"马克斯玻恩1954年诺贝尔物理学奖得主，量子力学创始人，于1936年至1953年在爱丁堡大学任教   。
",5
"黎文业，已故香港英文补习老师，活学教育创办人之一，是补习界名人陈如敏的助教。
",1
"古斯塔夫六世阿道夫奥斯卡弗雷德里克威尔海姆奥拉夫古斯塔夫阿道夫，王储，斯科讷公爵，登基为古斯塔夫六世阿道夫。
",1
"大约生活在鲁桓公、鲁庄公之间。
",2
"松永行，日本足球运动员，前日本国家足球队成员。
",0
"新安公主司马道福晋简文帝晋简文帝司马昱三女，与桓济仳离，改适王献之。
",1
"赵盾之弟赵婴齐与赵朔之妻，同时也是景公姐妹的庄姬通奸事发后，被其兄弟赵同、赵括驱逐而逃往齐国。
",2
"霍华德的高一是在新泽西州一所小的私立高中就读，之后回到出生地北布伦斯威克继续学业。
",2
"2011年1月12日，昂甘以400万挪威克朗的身价加盟莫尔德足球俱乐部莫尔德，成为奥勒居纳尔索尔斯克亚奥勒索尔斯克亚执教球队后的第二笔签约。
",0
"2010年至2011年英格兰超级联赛201011年球季，曼联新签入墨西哥国家足球队墨西哥小将哈维尔埃尔南德斯靴南迪斯，使锋线有人满之患，韦碧克于2010年8月12日获外借到英超球会桑德兰足球俱乐部新特兰，为期一整个球季。
",0
"范淑妃溧阳公主不详不详侯景。
",1
"卡尔哈庚是罗彻斯特大学粒子物理学教授，在标准模型与对称性破缺领域有诸多贡献。
",5
"王恺，王坦之长子，嗣子，官至丹杨尹。
",3
"黄锡镐入选韩国国奥队参加2012年夏季奥林匹克运动会足球比赛的名单，在洪正好和张贤秀接连受伤离队后，他成为球队的主力中后卫，和金英权搭档在奥运会所有比赛都有出场，最终帮助球队获得铜牌。
",0
"2011年2月22日，李星灿和队友崔中凯以租借的形式加盟中甲新军天津润宇隆。
",0
"雅各布科比库恩是一名已退役的瑞士足球运动员，担任中场，在球员时代为球苏黎世上阵超过500场，赢得6次联赛冠军与5次瑞士杯冠军，更曾2次带领球队进入欧冠杯准决赛。
",0
"1587年生下皇四子朱常治1588年生下皇六女灵丘公主1592年生下皇七女寿宁公主，郑贵妃共生下三子三女。
",3
"2003年，郭兆林取得加州大学柏克莱分校天文物理学博士学位，至加州理工学院喷射推进实验室进行博士后研究。
",5
"傅镭目前在北京生活和工作。
",0
"北周武帝将冯小怜归还齐后主，齐后主遇害之后，后来赐给代王宇文达，隋朝时赐给李询。
",1
"若林竹雄，日本足球运动员，前日本国家足球队成员。
",0
"根据爱沙尼亚在文化与历史上与瑞典，丹麦，尤其是芬兰的关系，爱沙尼亚人认为自己是北欧人，而非波罗的海人， 1999年12月，爱沙尼亚外交部长2006年起的现任总统托马斯亨德里克伊尔韦斯在瑞典国际问题研究所发表了题为爱沙尼亚作为一个北欧国家的演讲。
",0
"仲子，中国春秋时期宋武公的女儿，鲁国鲁桓公的母亲。
",2
"1981年摩顿柏达臣，挪威足球运动员。
",0
"高圆宫宪仁亲王是一位已逝世的日本皇室成员之一，由三笠宫崇仁亲王与王妃崇仁亲王妃百合子百合子所生的第三个儿子，也为昭和天皇的侄子、明仁天皇的堂弟。
",2
"长孙苏勖苏朂，尚唐高祖女南昌公主，秦王府十八学士之一。
",1
"曾健晃随后亦转到沙田区另一体育名校仁济医院董之英纪念中学就读，协助该校夺得香港学界足球赛事学界足球赛西沙区冠军，取得全港学界精英足球赛参赛资格。
",0
"2012年2月，年仅18岁的方栢伦获得香港队主帅摩力克青睐，入选香港足球代表队的21人名单 。
",0
"学者表示，在天体运行论发表60年之后，整个欧洲大陆也仅有约15位天文学家支持哥白尼英国的托马斯迪格斯和托马斯哈里奥特，意大利的焦尔达诺布鲁诺和伽利略伽利莱，西班牙的迭戈祖尼加，欧洲西北低地国家的西蒙斯蒂文还有在德国的最大的支持队伍格奥尔格约阿希姆莱提克斯、迈克尔米斯林、克里斯托夫罗斯曼，以及约翰内斯开普勒。
",5
"庄懿太后，名武氏缘，为阮朝嗣德帝的皇后。
",1
"李远哲诺贝尔化学奖得主、美国国家科学院院士、中央研究院院士、前中华民国中央研究院院长。
",5
"堂内有许多15世纪绘画，有些是当地艺术家的作品，还有一些是罗马艺术家的作品，由出生于巴伦西亚的教宗亚历山大六世赠送，他请求将巴伦西亚主教的级别提升为都主教。
",0
"1919年，冯劳厄被任命为柏林洪堡大学的物理学教授，他回到柏林任教直到1943年，自1934年起，他又是柏林帝国物理技术学院的顾问。
",5
"到美国后，白云总共产下了六个子女，分别为华美、美生、苏琳、珍珍珍珍、云子 云子与小礼物 小礼物，其中华美的父亲是大猫熊石石，而其余四个子女的父亲都是大猫熊高高。
",2
"启定帝只有一子阮福永瑞，即阮朝的末代皇帝保大帝。
",2
"圣马丁从阿根廷甲级联赛降级后，加云加盟比尼特拉维夫。
",0
"同胞兄弟朝鲜世祖李瑈安平大君李瑢临瀛大君李璆广平大君李璵锦城大君李瑜平原大君李琳永膺大君李琰。
",4
"胡赓年的女儿胡茵梦，是台湾的一位影星。
",2
"传说雷震子是西岐周文王姬昌的第一百个儿子，兄为伯邑考，姬发和周公旦等。
",2
"为了纪念已故前苏联着名守门员列夫雅辛，国际足联将这个奖项命名为雅辛奖。
",6
"6月17日，代表穆斯林兄弟会的自由与正义党主席穆罕默德穆尔西在2012年埃及总统选举2012年总统选举中击败代表世俗主义世俗派的埃及总理前总理艾哈迈德沙菲克，成为埃及史上首位民主选举产生的总统。
",6
"宋泰林在2007年曾代表全南天龙队参加亚冠联赛，2009年到中国踢球加盟了中超球队河南建业，宋泰林与河南队解约后回国效力于韩国高阳国民银行队。
",0
"但蒋介石因蒋孝文是其长孙的缘故对其十分疼爱，故此蒋孝文年幼时在被父亲责打后经常向祖父申诉，导致蒋经国后来难以对其进行管教。
",2
"原本慧生的骨灰随着溥杰夫妻的团圆而一同带回中国，但后来浩还是决定将慧生的骨灰送回日本，安置在嵯峨家的墓园二尊院，一部份则留在中国。
",3
"森正明，日本足球运动员，前日本国家足球队成员。
",0
"辜岳甫辜显荣嫡长子，辜濂松之父，为辜振甫及辜宽敏之兄长。
",3
"稻本润一，日本足球运动员，司职中场。
",0
"田中孝司，日本足球运动员，前日本国家足球队成员。
",0
"父亲是伊势氏分家家督伊势盛定，也是伊势氏本家家督伊势贞时的养子，育有儿子北条氏纲、北条氏时、葛山氏广和北条幻庵北条长纲。
",4
"俞正声中共中央政治局常委、全国政协主席，曾任中共上海市委书记19454黄敬儿子浙江绍兴人，曾国藩的五世外孙父亲黄敬是原天津市委书记、一机部长母亲范瑾是原北京市副市长妻子张志凯是原国防科工委科学技术委员会主任张震寰少将之女。
",1
"克娄巴特拉塞勒涅二世或克娄巴特拉八世，埃及托勒密王朝末代公主，努米底亚和毛里塔尼亚女王，克娄巴特拉七世与马克安东尼的女儿。
",2
"钟白兰是美国警匪电视剧真相追击中的一名虚构角色，为该剧的主角，由姬娜薛域饰演。
",0
