Id,Entity_1,Entity_2,Property
683,燕易王后,燕易王,spouse
684,布鲁诺·朱米诺,纽约大学,workPlace
685,渡边敦夫,日本,birthPlace
686,松平赖寿,德川昭武,spouse
687,下川健一,日本,birthPlace
688,迪斯·甸,英格兰,deathPlace
689,于乐,北京,birthPlace
690,松田和也,日本,birthPlace
691,孝敬宪皇后,庶子,child
692,于素秋,麦炳荣,spouse
693,约翰·保罗·怀尔德,皇家海军,workPlace
694,野野村芳和,静冈县,birthPlace
695,武田信繁,龟御料人,sibling
696,田太权,中国,birthPlace
697,李大钊,赵纫兰,spouse
698,巴布泰,莽古济,sibling
699,中本邦治,广岛县,birthPlace
700,史蒂芬·古尔德,哈佛大学,workPlace
701,米里亚·希耶塔梅斯,芬兰,deathPlace
702,王赟,上海,birthPlace
703,苏翊杰,基隆市,birthPlace
704,田假,田间,sibling
705,岩渊功,日本,birthPlace
706,塞西莉亚·佩恩·加波施金,哈佛大学,workPlace
707,杰弗里·霍尔,布兰代斯大学,workPlace
708,和硕恪纯长公主,韬塞,sibling
709,鬷声姬,齐灵公,spouse
710,让·皮埃尔·帕潘,滨海布洛涅,birthPlace
711,拉美西斯二世,图雅,parent
712,施维奴·荷西·简鲁图,圣保罗,birthPlace
713,地下浩多,香港,birthPlace
714,塞莱斯廷四世,米兰,birthPlace
715,林逸冰,李子庵,spouse
716,爱德华·诺顿·劳仑次,麻省理工学院,workPlace
717,石井义信,日本,birthPlace
718,吴淑芬,台中市,birthPlace
719,莎玛·布莱儿,美国,birthPlace
720,明神智和,兵库县,birthPlace
721,曹宰榛,坡州市,birthPlace
722,谢华后,尚真王,spouse
723,黄展鸿,英属香港,birthPlace
724,小泽通宏,栃木县,birthPlace
725,米歇尔·雷诺,巴黎第十一大学,workPlace
726,宋锺国,韩国,birthPlace
727,少卫姬,齐桓公,spouse
728,黎龙铤,黎大行,parent
729,约翰·葛林,美国,birthPlace
730,让·巴蒂斯特·拉马克,法国科学院,workPlace
731,乔治·梅瑞狄斯,朴茨茅斯,birthPlace
732,敬归,鲁襄公,spouse
733,松平赖恭,松平赖寛,sibling
734,松平赖恕,松平武扬,child
735,后黎庄宗,黎昭宗,parent
736,约瑟·亨利,史密森尼学会,workPlace
737,苏治芬,黄武雄,spouse
738,玛丽·盖茨基尔,肯塔基州,birthPlace
739,小西行正,小西隆佐,child
740,憨山德清,明朝,birthPlace
741,兰迪·谢克曼,史丹佛大学,workPlace
742,德斯蒙德·图图,南非联邦,birthPlace
743,唐括石哥,唐括定哥,sibling
744,鲁孝公,鲁武公,parent
745,昭明,契,parent
746,横关浩一,日本,birthPlace
747,菲莱泰罗斯,帕加马,deathPlace
748,细野秀雄,范德堡大学,workPlace
749,廖了以,温美丽,spouse
750,向元贞,尚濬,child
751,雅典娜,宙斯,parent
752,何豪杰,和家馨,spouse
753,织田信长,织田信包,sibling
754,李楚材,上海市,deathPlace
755,敦实亲王,敦固亲王,sibling
756,布莱恩·葛林,纽约,birthPlace
757,中嶋让,日本,birthPlace
758,克雷芒十二世,教宗国,deathPlace
759,曹真,曹皑,child
760,美智子,明仁,spouse
761,理查德·卢,茂宜郡,birthPlace
762,杜聪明,林双随,spouse
763,弗兰科·帕西尼,佛罗伦斯大学,workPlace
764,山口昌男,麻布中学校,workPlace
765,谢菲·布马,荷兰,birthPlace
766,法比恩·维迪尔,巴黎,birthPlace
767,保罗·萨巴捷,法兰西公学院,workPlace
768,顾立雄,基隆,birthPlace
769,土门仁,小樱悦子,spouse
770,河内胜幸,广岛县,birthPlace
771,金城公主,赤松德赞,child
772,卫立煌,韩权华,spouse
773,林徽因,梁从诫,child
774,卢克·里德诺,多蓝市,birthPlace
775,岸奥裕二,北海道,birthPlace
776,李俊一,平壤,birthPlace
777,雅赫摩斯·纳菲尔泰丽,雅赫摩斯一世,spouse
778,潘清简,潘清荪,child
779,大谷秀和,日本,birthPlace
780,费信惇,上海,deathPlace
781,尹信荣,韩国,birthPlace
782,耶律斡里太,萧余里也,spouse
783,侯活·韦健逊,锡菲,birthPlace
784,雨果·容克斯,高廷,deathPlace
785,杨善平,大连,birthPlace
786,第八世达赖喇嘛,卫藏,birthPlace
787,桂秀树,日本,birthPlace
788,吴冠中,北京,deathPlace
789,阖闾,馀眛,parent
790,都并敏史,日本,birthPlace
791,本·阿莫斯,麦克斯菲尔德,birthPlace
792,森阳一,爱媛县,birthPlace
793,耶律十哥,耶律八哥,sibling
794,吴睿颖,基隆市,birthPlace
795,武田信繁,定惠院,sibling
796,苻雄,苻洪,parent
797,孝明郑皇后,唐宪宗,spouse
798,柳原爱子,建宫敬仁亲王,child
799,松平赖寿,德川昭子,spouse
800,米高·彭斯·比隆,雅温德,birthPlace
801,范徐丽泰,范尚德,spouse
802,卢瑟·海德,芝加哥,birthPlace
803,阿部正兴,阿部正右,sibling
804,陈甲亮,井裡汶,birthPlace
805,基思·理查兹,英国,birthPlace
806,林登·约翰逊,小瓢虫·约翰逊,spouse
807,高高,美生,child
808,贺川太郎,日本,birthPlace
809,周庆祥,南京,deathPlace
810,德川宗武,德川英菊,child
811,公辨法亲王,尊杲女王,sibling
812,直子女王,教宫英子女王,sibling
813,曾锦涛,香港,birthPlace
814,徐云龙,北京,birthPlace
815,阿佛洛狄忒,厄洛斯,child
816,在原业平,在原行平,sibling
817,雨果·洛里斯,法国,birthPlace
818,朱高燧,咸宁公主,sibling
819,罗伯特·格拉布,加州理工学院,workPlace
820,冯友兰,北京市,deathPlace
821,羽田孜,羽田雄一郎,child
822,赤松德赞,那囊氏西丁,parent
823,黎嘉宗,黎氏玉环,parent
824,池东沅,韩国,birthPlace
825,淮阳长公主,江斅,child
826,弗雷德·惠普尔,哈佛大学天文台,workPlace
827,郭沫若,佐藤富子,spouse
828,埃德米尔森,巴西,birthPlace
829,长田道泰,日本,birthPlace
830,李毅凯,香港,birthPlace
831,埃德温·克雷布斯,西雅图华盛顿大学,workPlace
832,雅赫摩斯·纳菲尔泰丽,卢克索,birthPlace
833,普罗斯佩·梅里美,康城,deathPlace
834,梁能仁,香港,birthPlace
835,武藤真一,宫城县,birthPlace
836,松平赖重,德川纲方,child
837,赤松德赞,木赤松波,child
838,加藤寿一,日本,birthPlace
839,柯灵,广州,birthPlace
840,甸·富文,南非,birthPlace
841,耶律岩母菫,萧啜不,spouse
842,山崎实,西雅图,birthPlace
843,邓骘,邓绥,sibling
844,西吉斯蒙德王子,维多利亚长公主,parent
845,松平赖聪,松平赖寿,child
846,蒋友青,蒋孝勇,parent
847,阿佛洛狄忒,赫耳墨斯,sibling
848,尚典,尚景,child
849,大石悟司,日本,birthPlace
850,梅赫迪·纳夫蒂,图卢兹,birthPlace
851,吴宝珠,巴黎第十一大学,workPlace
852,温淑梅,黄暐瀚,spouse
853,约翰·夏仙义,澳洲国立大学,workPlace
854,华岗,葛琴,spouse
855,马丁·劳尔森,丹麦,birthPlace
856,第二世达赖喇嘛,后藏,birthPlace
857,菊川凯夫,日本,birthPlace
858,荣宇,天津,birthPlace
859,圣德太子,茨田皇子,sibling
860,恽珠,麟庆,child
861,德贾梅尔·贝尔马迪,法国,birthPlace
862,阿道夫·乌尔班,盖尔森基兴,birthPlace
863,霍智宇,上海,birthPlace
864,许德勳,马楚,deathPlace
865,乾贵士,滋贺县,birthPlace
866,杨延德,杨宗槐,child
867,长冈半太郎,东京帝国大学,workPlace
868,积·森逊,伦敦,birthPlace
869,比干,文丁,parent
870,姜江,崔素芳,spouse
871,罗伯特·霍夫施塔特,斯坦福大学,workPlace
872,沙治奥·比迪,孔斯蒂图西翁镇,birthPlace
873,胡国雄,英属香港,birthPlace
874,向栢窓,胜连朝景,sibling
875,酒井忠次,酒井忠知,child
876,郭沫若,郭秋连,child
877,马尔钦·巴什琴斯基,波兰,birthPlace
878,金泽宏,日本,birthPlace
879,于晨楠,陕西,birthPlace
880,林希翎,巴黎,deathPlace
881,孝敬宪皇后,福沛,child
882,罗宾·胡温贝里,瑞典,birthPlace
883,神武天皇,神八井耳命,child
884,郑怡静,台北市,birthPlace
885,卡尔·约翰亲王,康诺的玛嘉烈公主,parent
886,推古天皇,敏达天皇,spouse
887,羊琇,曹魏,birthPlace
888,太平公主,薛绍,spouse
889,梅兰芳,王明华,spouse
890,桂治洪,美国,deathPlace
891,尚顺,尚秀,sibling
892,盛明亲王,源高明,sibling
893,修齐因,明婆罗,parent
894,北信爱,北爱邦,child
895,林以文,林瑞祯,child
896,岩崎泰之,日本,birthPlace
897,陶铸,曾志,spouse
898,李贤皓,韩国,birthPlace
899,元好问,元好古,sibling
900,坂元要介,日本,birthPlace
901,秋瑾,王沅德,child
902,教宗法比盎,罗马帝国,deathPlace
903,积及·拿臣,瓦埃勒,birthPlace
904,广濑治,日本,birthPlace
905,大和哲,大坂府,birthPlace
906,林哲民,朝鲜,birthPlace
907,史堤夫·奥费斯,荷兰,birthPlace
908,马兰闺,马秀,sibling
909,康生,北京,deathPlace
910,神武天皇,日子八井命,child
911,甜甜,迎迎,parent
912,里卡多·马杜罗,巴拿马,birthPlace
913,徐晖,辽宁,birthPlace
914,胡风,梅志,spouse
915,虞丽娟,浙江,birthPlace
916,木村荣,金泽市,birthPlace
917,马远,钱塘,birthPlace
918,曾庆红,邓六金,parent
919,萧若元,萧瑶瑶,child
920,圆仔,团团,parent
921,奥卢塞贡·奥巴桑乔,琳达.奥巴桑乔,spouse
922,李文和,德州农工大学,workPlace
923,路易，大王太子,西班牙的玛利亚特蕾莎,parent
924,松本育夫,栃木县,birthPlace
925,本田泰人,福冈县,birthPlace
926,热振寺,羊衮寺,child
927,埃沃·巴内加,罗萨里奥,birthPlace
928,克明亲王,妍子女王,child
929,弗里德里希·维勒,哥廷根大学,workPlace
930,嶋谷征四郎,日本,birthPlace
931,樋口可南子,纟井重里,spouse
932,阿佛洛狄忒,普里阿普斯,child
933,古贺正人,日本,birthPlace
934,佐竹义宣,芦名义广,sibling
935,阿的江,和田县,birthPlace
936,修齐因,宁宇延,parent
937,渡边卓,茨城县,birthPlace
938,宫内聪,日本,birthPlace
939,朱进,中国科技史,workPlace
940,谢尔盖·克里维茨,苏联,birthPlace
941,远藤章,东京农工大学,workPlace
942,约翰·博伊德·奥尔,格拉斯哥大学,workPlace
943,松平赖恭,松平赖尚,sibling
944,中河昌彦,大坂府,birthPlace
945,长南年惠,庄内藩,birthPlace
946,植村修一,长崎县,birthPlace
947,离岛区,李炳威,workPlace
948,陈立夫,陈泽宠,child
949,阿布巴卡尔·奥马鲁,雅温得,birthPlace
950,吴毅臻,上海,birthPlace
951,黄盖,黄柄,child
952,大江广元,水谷重清,child
953,阿纳·雅各布森,丹麦,birthPlace
954,胡安·卡洛斯一世,玛利亚·玛塞迪斯公主,parent
955,欧文·罗斯,宾夕法尼亚大学,workPlace
956,林江国,馨子,spouse
957,周和平,中国,birthPlace
958,岛津齐兴,岛津齐彬,child
959,郑涛,中国,birthPlace
960,耶律延寿,萧韩家奴,spouse
961,北川进,近畿大学,workPlace
962,邓力群,罗立韵,spouse
963,司马道子,司马道福,sibling
964,苏菲·海伦·碧雅翠丝,路易十六,parent
965,北川悠仁,高岛彩,spouse
966,吕征,北京,birthPlace
967,岛卓视,日本,birthPlace
968,朱建敏,上海,birthPlace
969,宋连勇,天津,birthPlace
970,史超活·泰莱,罗姆福德,birthPlace
971,约瑟夫·邓福德二世,马萨诸塞州,birthPlace
972,尤利·绍卡利斯基,俄罗斯帝国海军,workPlace
973,桑原胜义,日本,birthPlace
974,中井英夫,日野市,deathPlace
975,小西隆佐,小西行长,child
976,罗杰·潘洛斯,普林斯顿大学,workPlace
977,藤原义孝,藤原亲贤,sibling
978,涂东旭,中华人民共和国,birthPlace
979,金焰,王人美,spouse
980,黄量,上海,birthPlace
981,简子洋,中国,birthPlace
982,习仲勋,习远平,child
983,查尔斯·狄更斯,凯瑟琳·狄更斯,spouse
984,朱瑄,汴州,deathPlace
985,黎宜民,杨氏贲,parent
986,河正宇,金容健,parent
987,林家亮,加拿大,birthPlace
988,藏文字,八思巴文,child
989,藤原彰子,后一条天皇,child
990,谢霆锋,谢贤,parent
991,荣留王,婴阳王,sibling
992,洛迪高,巴西,birthPlace
993,陈达燊,葡属澳门,birthPlace
994,卡尔·兰德里,密尔沃基,birthPlace
995,李敏求,美国,workPlace
996,弗朗茨·约瑟夫一世,苏菲公主,parent
997,金英权,韩国,birthPlace
998,西村昭宏,日本,birthPlace
999,安妮公主,伊丽莎白二世,parent
1000,曹阳,天津,birthPlace
1001,岩谷俊夫,日本,birthPlace
1002,程普,程咨,child
1003,织田信长,织田秀子,child
1004,尼禄,小阿格里皮娜,parent
1005,司马攸,司马蕤,child
1006,朴勇进,朝鲜,birthPlace
1007,马克斯·普朗克,基尔大学,workPlace
1008,贾春华,上海,birthPlace
1009,薛西斯一世,大流士一世,parent
1010,康·莫尔森,英格兰,deathPlace
1011,让·佩兰,索邦大学,workPlace
1012,汉弗里·戴维,英国皇家学会,workPlace
1013,小池荣子,坂田亘,spouse
1014,马蒂亚斯·萨默尔,德累斯顿,birthPlace
1015,米卡·韦于吕宁,瑞典,birthPlace
1016,周功鑫,浙江,birthPlace
1017,野村明日香,日本,birthPlace
1018,周永康,贾晓烨,spouse
1019,老詹姆斯·罗斯福,丽贝卡·豪兰,spouse
1020,姜波,中国,birthPlace
1021,云治·沙基路·蒙迪路,巴西,birthPlace
1022,秦国鲁国大长公主,商国公主,sibling
1023,高林隆,日本,birthPlace
1024,图普六世,陶法阿豪·图普四世,parent
1025,永田雅宜,名古屋大学,workPlace
1026,克里斯汀·德·迪夫,洛克菲勒大学,workPlace
1027,马里诺·德芬迪,贝尔加莫,birthPlace
1028,唐应恩,唐明煦,child
1029,小福斯蒂娜,马尔库斯·奥里略,spouse
1030,曹昂,曹冲,sibling
1031,李卓人,邓燕娥,spouse
1032,金口望,日本,birthPlace
1033,鲛岛员规,鹿儿岛县,birthPlace
1034,马一鸣,上海,birthPlace
1035,香山公主,仙居公主,sibling
1036,傅昭仪,平都公主,child
1037,马尔克·奥莱尔·斯坦因,布达佩斯,birthPlace
1038,太平公主,薛崇训,child
1039,诸葛瑾,诸葛均,sibling
1040,阿部正春,阿部定高,sibling
1041,阿方斯·比拉姆·德康多尔,日内瓦大学,workPlace
1042,森巴·迪亚基迪,法国,birthPlace
1043,纟川英夫,东京帝国大学,workPlace
1044,新平公主,裴彷,child
1045,范志毅,上海,birthPlace
1046,尤利乌斯·普吕克,哈雷·维滕贝格大学,workPlace
1047,酒井忠次,松平久恒,child
1048,常仁法亲王,大彻文亨,sibling
1049,章文琪,中国,birthPlace
1050,森鸥外,日本,deathPlace
1051,田中达也,山口县,birthPlace
1052,塞莱斯廷四世,教宗国,deathPlace
1053,尤利乌斯·普吕克,波恩大学,workPlace
1054,郑天亮,鲁健,spouse
1055,洪晃,章含之,parent
1056,教宗亚加一世,罗马市,birthPlace
1057,崔英一,韩国,birthPlace
1058,杰克·哈金,英格兰,deathPlace
1059,于正昌,杨凯凯,spouse
1060,肯尼斯·阿兰·黎贝,柏克莱加州大学,workPlace
1061,孝端显皇后,明神宗,spouse
1062,德川宗武,松平定信,child
1063,襄乐公主,韦世康,spouse
1064,姬娜·薛域,纽约州,birthPlace
1065,阿波罗,俄耳甫斯,child
1066,威廉·约翰·麦夸恩·兰金,格拉斯哥大学,workPlace
1067,丘平楷,香港,birthPlace
1068,禄东赞,吐蕃,birthPlace
1069,列夫·耶辛,苏联,deathPlace
1070,不赛因,完者都,parent
1071,达多·普尔绍,克罗地亚,birthPlace
1072,吕蒙,吕睦,sibling
1073,蔡建林,中国,birthPlace
1074,诺森十二世,罗马市,deathPlace
1075,武乙,庚丁,parent
1076,汤川秀树,哥伦比亚大学,workPlace
1077,令子内亲王,堀河天皇,sibling
1078,萧惠媄,柳尚德,child
1079,野口英世,洛克斐勒大学,workPlace
1080,榎本润,日本,birthPlace
1081,后藤纯二,日本,birthPlace
1082,乐彦祯,魏州,deathPlace
1083,帖木儿,米兰沙,child
1084,王介甫,台湾,birthPlace
1085,大卫·恩贝,雅温德,birthPlace
1086,宙斯,瑞亚,parent
1087,江洪,上海,birthPlace
1088,苏蕙,窦滔,spouse
1089,华阳太后,秦孝文王,spouse
1090,池田司信,日本,birthPlace
1091,兰迪·谢克曼,加州大学洛杉矶分校,workPlace
1092,高腾蛟,高志诚,child
1093,阿瑞斯,阿佛洛狄忒,sibling
1094,塞勒涅,厄俄斯,sibling
1095,二川孝广,鹿儿岛县,birthPlace
1096,崔州平,崔钧,sibling
1097,卡尔·兰德施泰纳,维也纳大学,workPlace
1098,周勃,周亚夫,child
1099,马志,香港,birthPlace
1100,池田诚,日本,birthPlace
1101,奥洛夫·梅尔贝里,瑞典,birthPlace
1102,埃里克·坎德尔,哥伦比亚大学医学院,workPlace
1103,邝肖卿,郭得胜,spouse
1104,蒋经国,宋美龄,parent
1105,塔拜,莽古济,sibling
1106,崔瑀,崔珦,sibling
1107,朝鲜世宗,让宁大君,sibling
1108,杰拉德·古拉尼,洛斯阿拉莫斯国家实验室,workPlace
1109,曹熊,曹彰,sibling
1110,默里·乔蒂纳,匹兹堡,birthPlace
1111,凯蒂·普莱斯,布莱顿,birthPlace
1112,阿内勒·恩孔卡,南非,birthPlace
1113,侯赛因·本·阿里·本·阿比·塔利卜,法蒂玛·宾特·阿萨德,parent
1114,香淳皇后,邦久王,sibling
1115,章士钊,章用,child
1116,冈本浩司,日本,birthPlace
1117,黄文甫,广东,birthPlace
1118,奥利弗·史密斯,北卡罗来纳大学教堂山分校,workPlace
1119,马些路·迪加度,阿根廷,birthPlace
1120,纯元王后,金元根,sibling
1121,岐阳庄淑公主,杜悰,spouse
1122,里卡多·奥索里奥,瓦华潘,birthPlace
1123,苏康城,香港,birthPlace
1124,内黄公主,窦穆,spouse
1125,冈野俊一郎,东京,birthPlace
1126,佐贺一平,日本,birthPlace
1127,梁启超,梁思同,child
1128,博斯,希梦,parent
1129,王坦之,范盖,spouse
1130,香淳皇后,昭和天皇,spouse
1131,阿瑞斯,阿波罗,sibling
1132,塞基狄亚努斯,阿尔塔薛西斯一世,parent
1133,织田信忠,织田信高,sibling
1134,郑柞,郑樇,child
1135,秋元优里,生田龙圣,spouse
1136,乐陵公主,穆平国,child
1137,马菲·拿铁斯,海峡群岛,birthPlace
1138,施琅,施世骠,child
1139,谢雪心,陈启亨,spouse
1140,契丹大字,女真文,child
1141,崔建军,河南,birthPlace
1142,广濑武夫,旅顺港,deathPlace
1143,雷蒙·布东,巴黎第四大学,workPlace
1144,古古,晔晔,sibling
1145,陈存正,黄翊,spouse
1146,安东尼·纪登斯,莱斯特大学,workPlace
1147,内藤湖南,京都帝国大学,workPlace
1148,雅德蕾德·克莱门斯,布里斯班,birthPlace
1149,文昭甄皇后,东乡公主,child
1150,洪诗婷,台湾省,birthPlace
1151,佐佐木康治,日本,birthPlace
1152,渡边正,广岛县,birthPlace
1153,费德里科·马凯达,罗马,birthPlace
1154,贯井德郎,东京都,birthPlace
1155,大槻紘士,京都府,birthPlace
1156,南芳皇后,芳梅公主,child
1157,李德财,台湾,birthPlace
1158,欧阳娜娜,傅娟,parent
1159,李德财,中央研究院,workPlace
1160,罗伊·查普曼,英格兰,deathPlace
1161,浅井亮政,浅井秀政,child
1162,俞德妃,宋仁宗,spouse
1163,全斗焕,李顺子,spouse
1164,织田信长,信德院殿,sibling
1165,王宗佶,唐朝,birthPlace
1166,岛津忠恒,岛津久庆,child
1167,奥野僚右,日本,birthPlace
1168,朱经武,克里夫兰州立大学,workPlace
1169,田中诚,日本,birthPlace
1170,伦子女王,高觉女王,sibling
1171,波塞冬,阿革诺耳,child
1172,永璇,乾隆帝皇九子,sibling
1173,陈韶远,香港,birthPlace
